input_text,target_text
"Hadik Ila konti radi fi tri9 m7afra kharig mdina cha3alha","هَادِيكْ إِلا كُنْتِي رَادِي فِ طَرِيقْ مْحَفْرَة خَارِجْ مْدِينَة شْحَالْهَا؟"
"Wa dacia machi dasya","وَ دَاسْيَا مَا شِي دَاسْيَا"
"Yassine Oubahssise vinicus nhar ih9d mbapee","يَاسِينْ أُوبَاحْسِيسْ فِينِيكُسْ نْهَارْ إِقْدَ مْبَابِي"
"Waaaa3ibad llah","وَا عِبَادْ اللّٰه"
"Wa sad 9addoussak ta nta a si Steward effectivement tu trouveras pas un savant ouvrant une chaîne pour sois disant cause « lutter contre les contenus médiatiques inappropriés “ par quoi ? Par des insultes des intimidations et la diffamation, quelle en… En voir plus","وا عباد الله"
"Ihna lhal awdy aba yousef l3am jay aychark jalo9","إحنا الحال أودي أبا يوسف العام الجاي أيشارك جالو ق"
"Imta rayl3bo akhouya?","إمتا را يلعبو أخويا؟"
"Ana jabtha las9a f vidéo li7titi dik lmra o 9alti li3ta ijiba s7i7a 3ndo cadeau yalah bain liya","أنا جابتها لأسقة في فيديو ليحتي ديك لمرا و قلت ليعتا تجيب ص7يحة عندو كادو يلاه بين ليا"
"Adak is5arbi lmsayl","أداك إسخربي لمسيل"
"Ana manharr lawal makanhmlouch","أنا منهار الأول ما كنهملوش"
"Hhh kan d3if bazaff fhad botola","ههه كان ضعيف بزاف في هاد البوطولة"
"Akfas la3ib falbotola la3ala9a Hada hchouma yal3ab odak lidkhal blasto iglas Bach t3arfo kora falmgharib Chi Marat wlah ila dolm","أكفاس لاعب في البوطولة لا علاقة. هادا حشومة يلعب وداك اللي دخل بلاستو إجلس باش تعرف كورة في المغرب شي مرة. والله إلا ظلم"
"Dri lay3mr hadar d5lo 3ndo adrari diro Lh chi aboni","دري ليعمر هدار دخلو عندو أدراري ديرو الله شي أبوني"
"Kankoun f3eers wkan3ya b7ala laa3b maatsh","كانكون فقيّر وكانعيّا بحال لاعب ماتش"
"Lkhiir akhoya li mglb lahoma barik","كانكون فالعرس وكنعيا باله لاعب ماتش"
"At3tina chique la a khoya mabghich nachri sbitar hhhhh","الخير اخويا لي مكلبه الله هوما باريك"
"Bbas n taljalou9t ilsa bda Tabliya n Total","أتعطنا شيك لا أ خويا مابغيش نشري سبيطار ههههه"
"Abaghogh 3alam","بباس ن تلجالوقت إلسا بدا تبلية ن توتال"
"Ah 3ad fhmna lach makynach bota 3amra flhwant hhhh wayni mosiba ntom","آه عاد فهمنا لاش ماكاينش بوطة حمرا فالحوانت هههه وايني مصيبة نتوما"
"Hhh gha kanchofo dar lih dik chada na3rfo.ghadi ihzo bachi nas hh","ههه غا كنشوفو دار ليه ديك شادة نعرفو. غادي يهزو باقي ناس هه"
"Fin howa tajalo9t","فين هوا تالوقت"
"Hhhhhhh khouna Dak haraka d noussair ta hed mared lih lbal","هههههه خونا داك حركة د نوسير تا هاد مراد ليه لبال"
"3bsi 3alam","عبس علام"
"3andkom lakhta asi yosaf sl7o lakhta daba lkar dyal lfaracha drto lih lichhar kayban zwin flakh inayk ochkighd ghyalkar n 20 dh i3amr siraran lfarach rkbna fiha lkiran dyalha mnaw3 lmomtaz","عندكم لختة أسي يوسف سلو لختة دابا الكار ديال الفراشة درتو ليه لي شهر كايبان زوين فلاخ إنعك أو شكيد غيالكار ن عشرين ده يعمر سيران الفراش ركبنا فيها الكيران ديالها منوع ممتاز"
"Ylh sir f7alatk","عندكوم لاختة أسي يوسف صلحو لاختة دابا الكار ديال الفراشة درتو ليه ليشار كيبان زوين فالخور إينيك وشكيغد غيالكار ن عشرين درهم إعمر سيران الفراش ركبنا فيها الكيران ديالها منوع لممتاز"
"A7ssan anime dyal si7r howa magi ou. Ma3andooch cha3biya 3and l3raab ma3raftch 3laach","أحسن أنيمي ديال سحر هوا ماجي و. ماعندوش شعبية عند لعراب معرفتش علاش"
"dak shangari la frontier wa naaaadi ta mn openings nadyin","داك شانغاري لا فرونتير و نادي تا من أوبينينغ نادين"
"Siiiiir 3la lah zyr kbli","سير على الله يزور قبلي"
"Lafhmetche. An. 3elache. Makherjoche","لفهمتش. أن. علاش. ماخرجوش"
"Est ce que c vrai ça ? Naaaari ana mafrassi walo","استصى ص vrai ça ؟ نااااري أنا مافرّسي والو"
"Siiiiiiiir à lqlw diiir chii 9alwaa f hyateeek , nTa dayer fhal wliiiiya , 7aadiii li yyt7daa w lii mayt7daaach a zb","سير آ لقلب ديير شي القلوا ف حياتك، نتا داير فحال ولييييا، حادي لي يتحدّا و لي مايتحدّاش أ زب"
"Kayna nhar interview kat3raf rask Wach khditiha wla la all","كاين نهار interview كتعرف راسك واش خديتيها ولا لا"
"7na dfèl 3lina f wjèhna 3lach","حنا دفّل علينا ف وجهنا علاش"
"Khy sardli m3ak dik l9amiss","خي سردلي معاك ديك الخميس"
"Klamak ma39ol madaym rir","كلامك معقول مداوم رير"
"Lalo salamanca wakha chirir howa aktar wahd mahboub","لالو سلامانكا واخا شيرير هوا أكثر واحد محبوب"
"rejal chi sit web ntfrju meaqom liki3ref chi site free","رجال شي سيت ويب نتفرج معقوم ليكيعرف شي سيت فري"
"Jalo9 mah za isen ben bâtoTa hhh kha kran slinader pistoûn hhh","جالو ق ما زا إيسن بن باتوتا ههه خا كران سليناذر بيستون ههه"
"Tatinist irkan hhhh igas lmika l9as7a Bach ATF sawet hhhh Ayoub Sskouri","تاتينيست إركان ههه إيگاس لميكا القسعة باش ATF صوت ههه أيوب سسكوري"
"Nta m3a abonner w les vues,pas plus aji glas hna f lmghreb w tkalam w dafa3,,,34 wnta f lmghreb,,ach 3titi lhad lmghreb","نتا مع الإبونمان و عدد المشاهدات، ما أكثر، أجي لهنا ف المغرب و تكلم و دافع، أربعة وثلاثون و نتا ف المغرب، آش عطيتي لهاد المغرب"
"Active Mode zackester lah i3tik saha bndm rah zad fih","الوضع النشط زاكستر الله يعطيك الصحة بندم راه زاد فيه"
"John wick martaba 7 hh katfrj mghamd 3inik yamkn ou fin mkhali (The bourne)","جون ويك المرتبة السابعة هه كاتفْرْج مغامد عينيك يمكن و فين مخالي (The bourne)"
"Chi site dyal aflam","شي موقع ديال الأفلام"
"Khassk tfarj f polar mazal khassk tzid tfarj f l aflam ba9i amateur","خاصك تفْرْج ف بولار مازال خاصك تزيد تفْرْج ف الأفلام باقي هاوِي"
"chokran bzzaf nta rajl","شكرا بزاف نتا رجل"
"hdar 3la hd lbant","هدر على هاد البنت"
"Khoya rah wlaw gha chafra bghawha barda mkaybghiwch ykhadmo bdra3hom layshal 3lik akhoya","خويا راه ولاو غير شفرة بغاوها بردة مكيبغيو يخدمو بدراهم لي سال عليك اخويا"
"Mlak m3a dik lhya","ملاك مع ديك اللحية"
"Lhadaf man hadchi hir bach bnadam it3arba 7it chaf Kolchi taybghi lkora gal m3a raso Kolchi ghaybghi il3ab m3a sa7aba","الهدف من هادشي غير باش بنادم يتعلم حيت شاف كلشي تايبغي الكورة قال مع راسو كلشي غيبغي يلعب مع صحابو"
"T9dar der vedous howa kayhdar onta riyakti rir bwjhk hit sawtk moz3ij 3la sawto brojola","تقدر دير فيديو هوا كيهدر و نتا ريَاكتي رير بوجهك حيت صوتك مزعج على صوتو بروجولا"
"Wlah akhue wael kat3ejbnii fhado mhachmin bina fhad tanger","والله خويا واعل كتعجبني فهادو مشحمين بينا فهاد طنجر"
"Wahd lhaja machi mefhouma 3lach w9a3 hadchi f 3 delmodon o bnefs mandar o flila wehda hadchi kayrowen hit hadchi li kano baghyin yweslolo bach ybiyeno beli kan 3andom l7a9 kat7es beli tema chi haja machi hia hadik","واحد لحاجة ماشي مفهومة علاش وقع هادشي ف ثلاثة دلمدون و بنفس مدار و فلّيلة وحدة هادشي كيروين حيت هادشي لي كانو باغيين يوصلو بيه باش يبينو بلي كانو عندوم الحق كتحس بلي تما شي حاجة ماشي هيا هاديك"
"Kat7am9iii","كتحمّق"
"Hhhh 3ndi 20 smiti jmi3a","ههه عندي عشرين سميتي جمعا"
"100 kg f sqwat, drari o tayjihom had l poids S3ib.... Sara7a mata9tch fik","مية كيلو في سكوات، دراري و تايهجيهم هاد البويد صعيب.... صراحة ما تقش فيك"
"3afak wach ta9der tsalafni mertek ?","عافاك واش تقدر تسلفني مرتك؟"
"Nadi akhoya lah yshl 3lik","نادي أخويا الله يسهل عليك"
"Yetsweeel f omeek ee weeld l9hba","يتسول في أمك إي ولد اللعبة"
"3afak wach ta9der tsalafni mertek ?","عافاك واش تقدر تسلفني مرتك؟"
"Naaaaari ta nti nti katchethi maymkench hhhhhhh تونا روز","نااااري تا نتي نتي كاتشي مايمكنش ههههه تونا روز"
"Malkom.3la.had.sam.ou.lahsad","مالكوم علا هاد السام أو الحساد"
"3a dobis ya3dik lakh bar","عا دوبيس يعطيك الله بار"
"Hada howa li kaymchiw teranat fabor makla fabor hakimi ballon d'or w Hatim 3mor tl3 kwayri adrari","هادا هوا لي كايمشيو ترانات فابور مكلا فابور حكيمي بالون دور و حاتم عمور طلع كوايري أدراري"
"W nhar lmodahara dar raso machi influencer hhhh w tfa cnx simana ela mahbsat d3wa w bda galk moraha 3awd awdi","و نهار لموداهرة دار راسو ماشي influencer ههه و تفّا cnx سيمانا إلا محبسات دعوة و بدا گالك مورها عاود أودي"
"Gol ghi allah wsselena ala khir .","قول غير الله وصلنا على خير"
"Mghribiyat zwinin wakh tgol liglti llah I khlihom lina","مغربيات زوينين واخا تقول لي گلتو الله يخليهم لينا"
"Htarm Adan dak haywan","حترم آدان داك الحيوان"
"Y3awdo f tarodage malo 3la had l7ala","يعاودو في تروداج مالو على هاد الحالة"
"Malk al9lawi khayfe dawi gha mane da4kome ta khe4aj b7alle 4ejalle ama neta gha ne3iwa","مالك القلاوي خايف داوي غير من داككوم تا خواج بسبعة حالة عجالة أما نتا غير نعيو"
"Imta la3bin m3a sa3adiya","إمتا لاعبين مع سعاديا"
"Nta li kat3raf lbhal had no3","نتا لي كتعرف لبال هاد النوع"
"3tih yhwik hgada tjih lkharja zwina","عطيه يهويك هكاذا تجيه لخارجة زوينة"
"Fin akhouya had lablasa","فين أخويا هاد لبلاصة"
"Hadchi ma3ndnach sara7a","هادشي معندناش صراحة"
"Sir tkhra nta ha lhas lkapa machi rajal","سير تخرب نتا ها لحس لكابا ماشي رجل"
"Afkaaar lhreebaa khoya re3jnaa chwi anime","أفكار لحريبة خويا رجعنا شوية أنيمي"
"katsra3 had videowat akhay kadahkna nadi","كاتسرع هاد فيديوهات أخاي كضحكنا نَادي"
"Rihana deyal jumia hhhh wlh lwjah li 7achmi 3lih myksabohch","ريحانة ديال جمعية ههه والله لوجه لي حشْمي عليه مايكسبوش"
"Rajl Dima kib9a rajl wkha itho Lik kamlin layshl 3lkikom yarb w iwf9kom","رجل ديما كيبقا رجل وخا يتهو ليك كاملين ليشال عليكم يارب و يوفقكم"
"Youssef Dousti A3AZ khoya wald bladi l3ziz marhba khoya andi fi agadir rak wald bladi l3ziz","يوسف دوستي أعز خويا ولد بلادي العزيز مرحبا خويا عندي في أكادير راك ولد بلادي العزيز"
"La3wiziya wchta","لا عويزية واش تا"
"Hhhh allh yetik sha awda ljalo9","ههه الله يعطيك شي عودة للجالو ق"
"Ab3mrann a9wasss ou9r flak tiznit taltaa tabdaaa","أب عمران أقوسس أوكر فلاك تيزنيت الثلاثاء تبدا"
"Sir t7awa madayrlkch follow wdima tal3 3andi dzab","سير تحوا ماديرلكش follow وديمة طالع عندي ذاب"
"had derii rojola lah ysahel 3lik akhuya","هاد دري رجولة الله يسهل عليك خويا"
"Hhhhh l9a9 ax kadir tama","ههههه القاع أخ كادير تما"
"Lbas 7wayjak","لباس حوايجك"
"Zakaria Chioua 7alak db","زكريا شيوا حلاك دبا"
"Lhama9 safi","لحماق صافي"
"3alah ayg lpissri","علاش أيگ لپيسري"
"Min tagal3ih maysalkak ghi l m9as hhh","من تگالحه مايسلكاك غير لمقاس ههه"
"Bayna fih maskhot bah","باينة فيه مسخوط باه"
"Sba33","سبعة وثلاثين"
"Admin dzzb mlk ela had disk","أدمان دزّب ملك إلا هاد الديسك"
"Page dyal lmatab.","باج ديال المطب"
"Ba9i sril o hawa 3ando daliyad","باقي سرّيل و هاوا عندو دلياد"
"Ragoba akhai as3ad hhhh","ركوبة أخاي أسعد ههه"
"Cv cv owa khlsi nti","سي في سي في أوا خلصي نتي"
"Ghir bayda9 karo bdik nokta kon 3a skt w3ta 9ima raso","غير بايدق كرو بديك نقطة كون عا سكت وعتا قيما راسو"
"Tla3touna f karna arba3a d me9toulin","طلعونا ف كارنا أربعة د مقطولين"
"Wiiiii Daz 3andi l album dyalo f 1998","ووييي داز عندي لآلبوم ديالو ف ألف وتسعة وتسعين وثمانية"
"Wach blan hada","واش بلان هادا"
"Hakda dar cristiano fach 9aliw fwahed interview ma3mri l3ab d Saudi Arabia flkher mcha liha","هكدا دار كريستيانو فاخ قاليوا واحد interview ما عمر لعب د السعودية الفخر مشا ليها"
"3ziz 3lina jalo9","عزيز علينا جالو ق"
"Fhadiii khalitha BghiT dir fiha z3ma mnęrf wchta","فهاديي خليتها بغيت ندير فيها زمة منعرف واشتا"
"Walid Khalid hhhh 5asna nx9awe 3la xi we7da","وليد خالد ههه خمسة نخاو على شي وحدة"
"lbarça o benfica bssa7 x f 1 hhhhhhhh kon gha le3bo biha","لبرصا و بنفيكا بساح خ ف واحد ههههههه كون غا لعبو بيها"
"Batnod m9awed","باتنود مقاود"
"Saha drari 7sn mn lglos fdrb o lbalya dahk nachat ol3ibada","صحة دراري حسن من لغلوس في درب و لباليا داك ناشات أولعبادة"
"Khsk achrif bli lhsnya mchi ghir dyal Agadir owalidin dyl had tifla tlqhom ga3 mkyntamiw alagadir","خاصك تشرف بلي لحسنا ماشي غير ديال أكادير ووالدين ديال هاد طفلة تلقاهم كاملين ماكينتاميو لأكادير"
"3layn andaark ika 3azrayn kra was radiik ifdo mardoukh na","علاين أندارك إكا عزراين كرا و راديك إفدو ماردوخ نا"
"Ktarti 3la krak","كثرتي على كراك"
"Hhhh za3ma nta 3alam","ههه زعما نتا عالم"
"Hhh Ghadi tsta alqlawi dawi m3a l7ayt","ههه غادي تْستا القلاوي داوي مع الحيط"
"Sir t9awd","سير تقود"
"B9a tma","بقا تما"
"Jo3 wno3 bghrit nkhod motor nqass liya 50 dh","جوع ونوع بغيت نْخود موتور ينقص ليا خمسين درهم"
"Nta 3andak chi 9alwa tmak","نتا عندك شي قلوة تماك"
"Had l9lawi kaychwah bwlad khimesset","هاد القلاوي كيشوا بولاد خيمسّت"
"Wh9rab ila lhrba","وهرب إلا لهرّبة"
"Wasir t9wad kmisat wala zbi","واسير تقود كميسات ولا زبي"
"Ch7al mam9boulch had khona Walah","شحال ما مقبولش هاد الخونا والله"
"Hadi mt 07 ou zr9a mt 09","هادي مت سبعة و زرعة مت تسعة"
"4ir kykdb xof ftal dyal fidya ntom tfhom blan","ربعة ير كيكدب خوف فتال ديال فيديا نتوما تفهمو بلان"
"@super fans tagi dak sahbk li bhal haka","@super fans تاغي داك صاحبك لي بحال هاكا"
"Hh9ejyhfjf","ههقيهفجف"
"Rir sam3 akhoya tanta","رِير سَمَّعْ أَخُويا تَنْتَا"
"Ax kat3rf ya w9 snti7a zaml bok 3la walo","آش كَتْعْرِفْ يا وَنْتِيْجَة زَمِّل بُوكْ عَلَا وَالُو"
"Ana rbit waldih khlito ybda ytlb wyzawg hhhhh","أنا رَبَّيْتْ وَلْدِي خَلَّيْتُو يَبْدَا يَتْلَبْ و يْزَوَّجْ ههههه"
"3la nasiha","علا نصيحة"
"Rah fiha bo3nazz a sahbi hhhhhhhh","راه فيها بوعناز أ صاحبي ههههههه"
"Waldna dima mcharafna allah ikhalilih wlidato dar m3aya mazal howa odrari kamlin likano khadamin tama allah isahal 3lihoum ni3ma rijal","والدنا ديما مشارفنا الله يخليليه وليداتو دار معايا مازال هو ودراري كاملين لي كانو خدامين تما الله يسهل عليهم نعمة رجال"
"Bghiti dir fiha bhal lbrazilyin","بغيتي دير فيها بحال لبرازيليين"
"Likhas ktr mn bzaaaf riyada fswira mafihach lmost9bal khas chi hl rah tm7na ou t7tmna olah","ليكاس كثر من بزاف ريادة فسويرا مافيهاش لمستقبل خاص شي حل راه تمحنا وتختمناها أولاه"
"Zwin orak khdam 3ajbna hhh hada klamk ola la","زوين أوراك خدام عجبنا ههه هادا كلامك ولا لا"
"Afdal sani3 mohtawa bi nisba liya","أفضل صانع محتوى بالنسبة ليا"
"Khouya rak kat3awd tlo7 videowat","خويا راك كتعاود تلوح فيديوهات"
"Khouya makal9awch page dyalk letterboxd","خويا ما كلقاوش page ديالك letterboxd"
"Drbo Liya 3la t9axr dyal a3yalat labs lmo t9axrha hhh","دربو ليا علا تخور ديال أعيالات لابس لمو تخورها ههه"
"D3moh mskin mkyn 3a rrrrrrrr","دموه مسكين مكين على رررررر"
"Asmit hadkhouna li taychri had lmatar ou 3oud dir hir bhal had lvidyouwat zwinin oumatay khaliwkch tmal","أسميت هادخونا لي تايشري هاد لمطار وعود دير غير بحال هاد لفيديوهات زوينين وماتخليكش تمال"
"abonne m3ak adrari","أبونيه معاك أدراري"
"3la slamtk bgina lik gir l5ir","على سلامتك بغينا ليك غير الخير"
"Hhh 7watkom jawhara","ههه حواتكوم جوهرة"
"Ta n9oss shpi mne lkdope Martina shpi","تا نقوص شبي من الكدوب مارتينا شبي"
"Ana li hass bi hadak li rakb lawr msskin fach gadi ychd bih tri9 twila hhhh","أنا لي حس بهاداك لي ركب لوور مسكين فاخ غادي يشد بيه طريق طويلة ههه"
"Rbi ch7al tman dyl had moto","ربي شحال تمن ديال هاد moto"
"Ina motor hada","إينا موتور هادا"
"Omar Amensague 39alti 3la match mas ou chouha li w93at fuh","عمر أمينساغ تسعة وثلاثون عام علا ماتش ماس وشوه لي وقع فيه"
"La hna yamat ula ma3ndkeesh lcart o ticket maghdkhlesh l tiraan","لا هنا يامات ولا معندكش لcart و ticket مغدخش ل تيران"
"Ay3awnrbi awdi alm3lm baghad","أيعاونربي أوذي المعلم بغداد"
"Bayna 3lik chafar a khouya o smah liya","باين عليك شافر أ خويا وسماح ليا"
"Lah ighalbkom 3lihoum yarbi","الله يغلبكم عليهم يا ربي"
"Chef bghina dur vidéo Kifach nsawbo sous tomat pro","شيف بغينا دور فيديو كيفاش نسوبو صوص طماطم برو"
"Thlaw assahbi 4tamaka han aritban 3layn aymt","ثلاو أصحابي أربعة تمكا هان أريتبان علينا أيمت"
"Wach kheditii be3da l2deen mlii sewartiihoom","واش خديتي بعدا الدين ملي سورتيهوم"
"Ach khask al3cha sansoul amoulay hh","آش خاسك العشا سانسول أمولاي هه"
"A9al taman ftanga bla hadra bzf hama9tona bhad a9al taman kolxi kigol a9al taman ohoma kamlin nefs taman hhh","أقال تمن فتانغا بلا هضرة بزاف حمقونا بهاد أقال تمن كلشي كيقول أقال تمن وهوما كاملين نفس تمن ههه"
"Ollah ila 3ndi","أولاه إلا عندي"
"Mafik matched Dipanage asat m3deb m3ak omma","مافيك ماتش Dipanage أسات معذب معاك أمّا"
"souira machi dyal tsayad fiha blfusi hitache lbher mkhawad bbzzff ou btejrib","سُويرة ماشي ديال صّياد فيها بْلُفُوسي حيتش لْبحر مْخاود بْزّاف وبتْجْرِيب"
"Yahya wach dyalkk had ssffha","يحيى واش ديالك هاد الصفْحة"
"L3z lighiws ota7iyti lmsimir","لغز لغيوس أوتاحييتي لمسمير"
"Orak ichb3a modritch agourn","أوراك إشْبَعَا مْدَرْتِيش أغورن"
"Maxu 4ir Ain dyab Hta wad marzag yalah mxa liya Hta ana","ماكسو أربعة عين دياب حتى ود مرزاغ يلاه مشا ليا حتى أنا"
"Hta ana mcha lai motore mn tema","حتى أنا مشا لای موتور من تيما"
"Tabkah 3la si Fouad jiti 3ndna ltata","طبخة على سي فؤاد جيتي عندنا لتاتا"
"walakin fin kayn had l bal fih maydar hhhhh","ولكن فين كاين هاد البال فيه مايدار ههههه"
"Hhhh kolchi 3la chtiha","ههه كلشي على صطيحة"
"Mabrooook 3lik tsahl wlah","مبروك عليك تسهل والله"
"Af9ir na tiznit ahila isn nfsl idarn atn irigli ih faghn","أفقير نا تيزنيت أهيلا إسن نفصل إدارن أتن إريغلي إه فاغن"
"Hdxi xrtih ml 3nd zoldyk","هذي خرتيه من عند زولدييك"
"Wllah bsa7 jit mn Rabat,3at9ouni chi rjal ta7iya lihoum mn hna","والله بساح جيت من الرباط، عاطوني شي رجال تحية ليهم من هنا"
"Wallah o tkoun une bonne structure htta n3awnook avec l'art et la manière","والله وتكون بنية جيدة حتى نعاونوكم مع الفن والطريقة"
"Lah ighaleb lkher 3la char","الله يغلب الخير على الشر"
"Kif dayra 3amti labass 3liha wla ri kat9olbo 3la nasse","كيف دايرة عمتك، لباس عليها ولا ري كتقلبو على الناس"
"Ma3ndkom mayadar","معندكوم مايدار"
"Sava 3amti","سافا عمتي"
"odak sa7b 3amayn ohowa kaytsnak tkhraj","أوداك صاحب عمّاين وهو كيتسناك تخرج"
"Mbrik 3lik khoya","مبروك عليك خويا"
"53 jbha man jib bl7sab 3alam 3liha","ثلاثة وخمسون جبهة من جيب بالحصاب علم عليها"
"Dariri ta3a tarka lay3aarh dar","داريري تعا تركا ليعارح دار"
"Wee copenhagen goli Rah kyn endi whd khalit solala 7or tachri","وي كوبنهاجن قولي راه كاين عندي واحد خليت سولالة حور تشري"
"Haaaallaw yasa3odi inta rabiy tat3rifo lmarariba jayidan","هااالاو يا صاحبي أنت رابي تتعرفو للمراريبا جيدان"
"lhjaouj vlogs khouya soufiane had rav4 dialk achmen model??","لحجاوج ڤلوجات خويا سفيان هاد راڤ4 ديالك آشمن موديل؟"
"M9éwdin 3la 7'toun","مؤكدين على حتّون"
"Cha9oor ma9awad","شعور مقاود"
"Kol hal 3ndo mochkil","كل حال عندو مشكل"
"Khoya baykar tbarklah 3lik","خويا بايكر تبارك الله عليك"
"الحاج بغاض dark yadli m3a lhsab","الحاج بغاض دارك يدلي مع الحساب"
"Mr7ba gheda nji 3ndk ndiro chi difi","مرحبا غدا نجي عندك نديرو شي ديفي"
"Ana nthadak","أنا نتهادك"
"Largo nadi kanadi tbarkaklah 3lih m3alam lah isahal 3lih maskin, lah isahal 3likom jami3an inchallah","لارغو نادي كانادي تبارك الله عليه معالم الله اسهل عليه مسكين، الله اسهل عليكم جميعان إن شاء الله"
"Khouya 3sabtini bdak sat sat sat asat sat pfffff tkhna9t","خويا عصبطيني بدك ستة ستة ستة ستة ستة پففف تخناقت"
"Ewa 3almi l8hom machi lina bach ydkhlo lfloosa","إوا علمي ليهم ماشي لينا باش يدخلو لفلوسا"
"Lhwla.wla 9owta ila billh wlh b9at fiya mrato","اللولا ولا قوة إلا بالله والله بقات فيا مراتو"
"Wa ns 39l 9smoh bjoj","وا نس عمل قسموه بجوج"
"Sbeee3","سبيع"
"Hhhhhhhh 3alam","هههههه عالم"
"Ana ghbert chweya l9itek 7iyedti mask","أنا غبرت شوية لقيتك حيدتي ماسك"
"mawadi3 mo9alwana","مواضيع مقلوبة"
"3lax mamchitich m3a anwar","علاش ما مشيتيش مع عوار"
"Rojola a lkhwdri lah isahal 3lik ya rabi","روجولا أ لخدري الله اسهل عليك يا ربي"
"Achawa dert lik ana hahahahahahhaaah khritoni bde7k llah imskhkoom","آشوا درت ليك أنا هههههههههههااا خريتوني بضحك الله يمسخكوم"
"Tl3at nadiya","طلعت نادية"
"Nta mafarj fa walking dead bayna","نتا مافرج فا walking dead باين"
"1408 dyal John kozak","ألف وأربعة عشر ديال John kozak"
"Achmen khla3a wla zabi","آشمن خلاعة ولا زابي"
"Lghazi Mehdi nta hada","الغازي مهدي نتا هادا"
"Wach hada lbi3","واش هادا لبيع"
"Waa btneda artchtat sl9aysa awwww","واا بتنادا ارتشتات السقايسة اوووو"
"Had lakhra krahto","هاد لخرا كرهتو"
"Daak 9lawiii ghaa msdoom","داك قلاويي غا مسدوم"
"Li pat bloke deja","لي بات بلوكي ديجا"
"Hala Madrid akha ba3la","هالا مدريد اخا باقلة"
"Ma3rft 3lach lmchmam makay3rfch ihdr iwa nta katl3o","ماعرفت علاش لمشمام ماكيعرفش يهدر إوا نتا كتلو"
"Halla madrid aba3la","هالا مدريد أباقلة"
"3laaa slamaa akhouyaa","علا سلام أخويا"
"3la slama khoya simo","علا سلام خويا سيمو"
"3Laa SLamTak KhOuYa Laah IJ3Lha MaGhFiiraT DonoB","علا سلامتك خويا الله يجعلها مغفرة الذنوب"
"Oui homa rah f 7a9i9a hakak bla videowat","وي هوما راه ف حقيقة هكاك بلا فيديوهات"
"t9awdt eliiik a picho bditi kadir pub","تقودت ليك أ پيشو بديتي كدير پوب"
"Ana tani wahd knchof rels","أنا تاني واحد كنشوف ريلس"
"Ana awl wahd knchof rels","أنا أول واحد كنشوف ريلس"
"W9 7aaaamdin","و قحامدين"
"Cameraman had 1 job","كاميرامان هاد واحد جووب"
"A77 3lik aghizlan","أحح عليك أغزلان"
"Awdi ha 3lach l9raya zinaa","أودي ها علاش القراية زينة"
"Chakour dik l3ayba ra charjit z3ma","شكور ديك العيبة را شرجات زعما"
"Hhhh lma3joun","ههه لمعجون"
"Razzy Izi nhar sbt m3a 7 shabo atkon zahya","رازي إزي نهار سبت مع ح شابو اتكون زاهية"
"Zwiin fchkel ly3mrhaa daar","زوين فشكل لي عمرها دار"
"Hhhh kol lfl9a ana brasi fhmt 4lat","ههه كل الفلقة أنا براسي فهمت أربعة لات"
"Sir 3aya9to wahad rabi ghdab 3lih ntoma 3atiyin lih 9ima hadro 3la chihaja fih manfa3a","سير عياطو واحد ربي غداب عليه نتوما عاطين ليه قيمة هضرو على شي حاجة فيها منفعة"
"Hadak rah dhaz kamal makmoul hhhh machi kadou atajalo9t","هاداك راه داز كامل مكمول هههه ماشي كادو أتاجلّوت"
"Chef d restaurant...machi howa chef d cuisine....ok. o 3adi chef d cuisine ykhroj yahdar m3a les clients. Fhamti al fahim","شيف د رستوران...ماشي هو شيف د كوزين....أوك. و عادي شيف د كوزين يخرج يهضر مع ليز كليان. فهمتي الفاهم"
"Nta nadi wdak xi likadiir 3la hsab douk naana zwin walakin hadou ri bghiti dir 3lihm had lvid ri 5awartiha ma3tawkx","نتا ناضي ودك شي ليكدير على حساب دوك نانا زوين ولكن هادو ري بغيتي دير عليهم هاد الفيديو ري خمسة وعشرين اوارتيها معطاكش"
"Dak lbido 3lach rmitihom fchari3 ya3ni nta mamrabich","داك لبيدو علاش رميتيهوم ف شاريع يعني نتا ما ربيتش"
"finahoma wdnik a b3alla hhhhhhhhhhhhhhhhhhh","فين هوما ودنيك أ باعلة ههههههههههههههه"
"Dak la9ta ma darhax f dak lbit kant f bit akhor video m9ad","داك لاقطة ما درهش ف داك البيت كانت ف بيت أخر فيديو مقاد"
"Tbark lah 3likom","تبارك الله عليكم"
"Kch kch jm3 9lawik azbi 7wakom kamlin a7san rapour","كش كش جمع قلاويك أزبي حواكوم كاملين أحسن رابور"
"sabiri ila baghi treacti khdm bohdk ilaknto 2 DNAs tayktr fikom sda3 fhmni asahbi","صابري إلا بغي ترياكتي خدم بوحدك إلا كنتو اثنان دي أن أ تايكتر فيكوم سدعة فهميني أصحابي"
"Yasser Vox sir f7alatk hhhhhh","ياسر فوكس سير فحالك هههههه"
"Raja mktasnch likber biha 3erf ach ktgol abhejawit zabe","رجاء مكتسبش ليكبر بيها عرف آش كتگول أبهجاويت زابة"
"Broker ki rbhti ki khserti kidi comission dyalo r maa3roufa hadi mwer9a","بروكير كي ربحتي كي خسرتي كيدي كوميسيون ديالو ر ماعروفا هادي مروقة"
