La première fois,البريمير فوا
adil,أديل
lmloudi,الملودي
Azabi,أزابي
mashi,ماشي
Red Boll,ريد بول
rah,راه
RedBull,ريدبول
hh,أزابي
labidyo,لا بيديو
zzwine,زوين
walkine,والكين
t9dre,تقدر
djkr,دكر
bmwdme,بمودمه
bla,بلا
dake,داك
t5sswre,تصحسر
lhdra,الحدرا
Wa,وا
wlad,ولد
9hab,قحاب
cha3b,شعب
azbi,أزبي
fay9,فايق
o,وعايق
3ay9,عايق
baraka,باركا
men,من
tzomil,تزوميل
lkdoub,الكذب
ljahl,الجهل
tamtil,التمثيل
dial,ديال
l9lawi,القلاوي
diro,ديرو
video,فيديو
bsh,باش
tajriba,تجربة
tkon,تكون
katmshi,كاتمشيو
chi,شي
khela,خلة
o,و
kikon,يكون
dayz,دايز
menha,منها
ghir,غير
hadak,هاداك
atsawloh,اتساوله
sbhana,سبحان
hhhhhh,ه ههههه
9wawid,قواويد
wlh,والله
Hadik,هاديك
Ila,إلا
konti,كنتي
radi,رادي
fi,في
tri9,طريق
m7afra,محفرة
kharig,خارج
mdina,مدينة
cha3alha,شحالها
Wa,وا
dacia,داسيا
machi,ماشي
dasya,داسيا
Lah,الله
yrz9k,يرزقك
sa3ada,سعادة
khti,أختي
Wa,الله
naariii,يناري
kdab,الكداب
Ghir,غير
lyouma,اليوم
kant,كانت
ghadirha,غاديرا
lia,ليا
w7da,وحدة
ya,يا
Sahbi,صاحبي
Chala,شلا
fach,فاچ
3adi,عادي
natfarjo,نتفرج
omak,ومك
katfarj,كاتفرج
fik,فيك
db,دبا
o3jabha,عجبتها
elhal,الحال
wasir,و سير
9akat,القاع
trabi,تربي
3,ثلاثة
songs,أغاني
wa7d,وحدة
ynisk,ينسك
flakhor,فراحك
Kamel,كامل
broo,برو
m9awed,مأود
Kima,كيمة
Cho,شو
khtna,ختنا
ki,كي
kt3wj,كتعوج
trmtha,ترمتها
hhhhh,هههه
Knt,كنت
knsena,كنسنا
kolchi,كلشي
ila,إلا
had,هاد
l3eyba,العيوبة
li,لي
derti,درتي
Rotary,روطار
houa,هو
li,اللي
s3ib,صعيب
z3ma,زعمة
Ktban,كتابن
kilimini,كليمني
mn,من
wjhQ,وجهو
g3ma,گعما
m3wnaQ,معونو
ela,إلا
tcharmil,تشرمل
a,أ
sat,سات
9daam,قدام
lvidyohat,لفيديوهات
disk,ديسك
f,في
yamato,ياماتو
kifach,كيفاش
kan,كان
kaytle3,كايطلع
Tstmeeeee,تستمي
fach,فاچ
chfto,شفتو
howa,هوا
kay3rfni,كايعرفني
wana,وانا
makan3rfch,ماكانعرفش
kbhal,كبحال
Ila,إلا
saybtiha,صايبتيها
Blige,بليج
DRI,دري
morba3,مرابع
lhaya,لحيا
ktaf,كتاف
morba3In,مرابعين
kharja,خرج
rblx,ربلكس
Ydal,يدل
nhar,النهار
kaml,كامل
ytnmar,يتنمر
3la,على
nas,ناس
fi,في
lkhar,الخارج
khdaha,خدها
wjha,وجهو
m9am9am,مقمقم
Bghit,بغيْتْ
gha,غَا
n3rf,نْعْرَفْ
had,هَادْ
143,مِائَة وَ تْلَاتَة
fin,فِينْ
kidi,كِيدِي
wach,وَاشْ
tacharok,تَشَارَكْ
l'walfa,لِ الْفَا
yak,يَاكْ
Hadik,هَادِيكْ
Ila,إِلا
konti,كُنْتِي
radi,رَادِي
fi,فِ
tri9,طَرِيقْ
m7afra,مْحَفْرَة
kharig,خَارِجْ
mdina,مْدِينَة
cha3alha,شْحَالْهَا
Wa,وَ
dacia,دَاسْيَا
mashi,مَا شِي
dasya,دَاسْيَا
Yassine,يَاسِينْ
Oubahssise,أُوبَاحْسِيسْ
vinicus,فِينِيكُسْ
nhar,نْهَارْ
ih9d,إِقْدَ
mbapee,مْبَابِي
Waaaa3ibad,وَا عِبَادْ
llah,اللّٰه
Wa,وا
sad,عباد
9addoussak,الله
ta,نتا
a,أ
si,سي
Steward,Steward
effectivement,effectivement
tu,tu
trouveras,trouveras
pas,pas
un,un
savant,savant
ouvrant,ouvrant
une,une
chaîne,chaîne
pour,pour
sois,sois
disant,disant
cause,cause
lutter,lutter
contre,contre
les,les
contenus,contenus
médiatiques,médiatiques
inappropriés,inappropriés
par,par
quoi,quoi
Par,Par
des,des
insultes,insultes
intimidations,intimidations
et,et
la,la
diffamation,diffamation
quelle,quelle
En,En
Voir,Voir
plus,plus
Ihna,إحنا
lhal,الحال
awdy,أودي
aba,أبا
yousef,يوسف
l3am,العام
jay,الجاي
aychark,أيشارك
jalo9,جالو
Imta,إمتا
rayl3bo,را يلعبو
akhouya,أخويا
Ana,أنا
jabtha,جابتها
las9a,لأسقة
f,في
vidéo,فيديو
li7titi,ليحتي
dik,ديك
lmra,لمرا
o,و
9alti,قلت
li3ta,لعيتا
ijiba,تجيب
s7i7a,ص7يحة
3ndo,عندو
cadeau,كادو
yalah,يلاه
bain,بين
Adak,أداك
is5arbi,إسخربي
lmsayl,لمسيل
manharr,منهار
lawal,الأول
makanhmlouch,ما كنهملوش
Hhh,ههه
kan,كان
d3if,ضعيف
bazaff,بزاف
fhad,في
botola,البوطولة
Akfas,أكفاس
la3ib,لاعب
falbotola,في البوطولة
la3ala9a,لا علاقة
Hada,هادا
hchouma,حشومة
yal3ab,يلعب
odak,وداك
lidkhal,اللي دخل
blasto,بلاستو
iglas,إجلس
Bach,باش
t3arfo,تعرف
kora,كورة
falmgharib,في المغرب
Chi,شي
Marat,مرة
wlah,والله
ila,إلا
dolm,ظلم
Dri,دري
lay3mr,ل يعمر
hadar,هدار
d5lo,دخلو
adrari,أدراري
diro,ديرو
Lh,الله
chi,شي
aboni,أبوني
Kankoun,كانكون
f3eers,فقير
wkan3ya,وكانعيّا
b7ala,بحال
laa3b,لاعب
maatsh,ماتش
Lkhiir,كانكون
akhoya,أخويا
li,لي
mglb,مغلب
lahoma,لاهما
barik,باريك
chique,شيك
khoya,أخويا
mabghich,مابغيش
nachri,نشري
sbitar,سبيطار
hhhhh,ههههه
n,ن
Total,توتال
Abaghogh,بباس
3alam,علام
Ah,آه
fhmna,فهمنا
lach,لاش
makynach,ماكاينش
bota,بوطة
3amra,حمرا
flhwant,فالحوانت
hhhh,ههه
wayni,وايني
mosiba,مصيبة
ntom,نتوما
Hhh,ههه
dar,دار
dik,ديك
na3rfo,نعرفو
ghadi,غادي
ihzo,يهزو
bachi,باقي
nas,ناس
Fin,فين
tajalo9t,تاجوقت
Hhhhhhh,هههههه
khouna,خونا
Dak,داك
haraka,حركة
d,د
noussair,نوسير
ta,تا
hed,هاد
mared,مراد
lih,ليه
lbal,لبال
3bsi,عبس
lakhta,لختة
asi,أسي
yosaf,يوسف
sl7o,صلحو
daba,دابا
lkar,الكار
dyal,ديال
lfaracha,الفراشة
drto,درتو
lih,ليه
lichhar,لي شهر
kayban,كايبان
zwin,زوين
flakh,فلاخ
inayk,إنعك
ochkighd,وشكيد
ghyalkar,غيالكار
n,ن
20,عشرين
dh,ده
i3amr,إعمر
siraran,سيران
lfarach,الفراش
rkbna,ركبنا
fiha,فيها
lkiran,الكيران
dyalha,ديالها
mnaw3,منوع
lmomtaz,ممتاز
Ylh,صالحو
f7alatk,فحالتك
A7ssan,أحسن
anime,أنيمي
si7r,سحر
hawa,هوا
maji,ماجي
ma3andooch,ماعندوش
cha3biya,شعبية
3and,عند
l3raab,العراب
ma3raftch,معرفتش
3laach,علاش
dak,داك
shangari,شانغاري
la,لا
frontier,فرونتير
wa,و
naaaadi,نادي
ta,تا
mn,من
openings,أوبينينغ
nadyin,نادين
Siiiiir,سير
3la,على
lah,الله
zyr,يزور
kbli,قبلي
Lafhmetche,لفهمتش
An,أن
3elache,علاش
Makherjoche,ماخرجوش
Est,استصى
ce,ص
vrai,vrai
ça,ça
Naaaari,نااااري
ana,أنا
mafrassi,مافرّسي
walo,والو
Siiiiiiiir,سير
à,آ
lqlw,لقلب
diiir,ديير
chii,شي
9alwaa,القلوا
f,ف
hyateeek,حياتك
nTa,نتا
dayer,داير
fhal,فحال
wliiiiya,ولييييا
7aadiii,حادي
li,لي
yyt7daa,يتحدّا
mait7daaach,مايتحدّاش
a,أ
zb,زب
Kayna,كاين
nhar,نهار
interview,interview
kat3raf,كتعرف
rask,راسك
Wach,واش
khditiha,خديتيها
wla,ولا
la,لا
7na,حنا
dfèl,دفّل
3lina,علينا
wjèhna,ف وجهنا
3lach,علاش
Khy,خي
sardli,سردلي
m3ak,معاك
dik,ديك
l9amiss,الخميس
Klamak,كلامك
ma39ol,معقول
madaym,مداوم
rir,رير
Lalo,لالو
salamanca,سلامانكا
wakha,واخا
chirir,شيرير
howa,هوا
aktar,أكثر
wahd,واحد
mahboub,محبوب
rejal,رجال
chi,شي
sit,سيت
web,ويب
ntfrju,نتفرج
meaqom,معقوم
liki3ref,ليكيعرف
site,سيت
free,فري
Jalo9,جالو
mah,ق
za,ما
isen,إيسن
ben,بن
bâtoTa,باتوتا
hhh,ههه
kha,خا
kran,كران
slinader,سليناذر
pistoûn,بيستون
Tatinist,تاتينيست
irkan,إركان
hhhh,ههه
igas,إيگاس
lmika,لميكا
l9as7a,القسعة
Bach,باش
ATF,ATF
sawet,صوت
Ayoub,أيوب
Sskouri,سسكوري
Nta,نتا
abonner,الإبونمان
vues,عدد المشاهدات
aji,أجي
hna,هنا
f,ف
lmghreb,المغرب
tkalam,تكلم
dafa3,دافع
wnta,ونتا
ach,آش
ctiti,عطيتي
lhad,لهاد
Active,الوضع
zackester,زاكستر
lah,الله
i3tik,يعطيك
saha,الصحة
bndm,بندم
rah,راه
zad,زاد
fin,فين
mkhali,مخالي
Chi,شي
site,موقع
dyal,ديال
aflam,الأفلام
Khassk,خاصك
tfarj,تفرّج
polar,بولار
mazal,مازال
ba9i,باقي
amateur,هاوِي
chokran,شكرا
bzzaf,بزاف
rajl,رجل
hdar,هدر
hd,هاد
lbant,البنت
Khoya,خويا
wlaw,ولا
gh,غير
chafra,شفرة
bghawha,بغاوها
barda,بردة
mkaybghiwch,مكيبغيو
ykhadmo,يخدمو
bdra3hom,بدراهم
layshal,لي سال
akhoya,أخويا
Mlak,ملاك
m3a,مع
dik,ديك
lhya,اللحية
Lhadaf,الهدف
man,من
hadchi,هادشي
hir,غير
bach,باش
bnadam,بنادم
it3arba,يتعلم
7it,حيت
chaf,شاف
Kolchi,كلشي
taybghi,تايبغي
lkora,الكورة
gal,قال
raso,راسو
ghaybghi,غيبغي
il3ab,يلعب
sa7aba,صحابو
T9dar,تقدر
der,دير
vedous,فيديو
howa,هوا
kayhdar,كيهدر
onta,نتا
riyakti,ريَاكتي
rir,رير
bwjhk,بوجهك
hit,حيت
sawtk,صوتك
moz3ij,مزعج
3la,على
sawto,صوتو
brojola,بروجولا
Wlah,والله
akhue,خويا
wacl,واعل
kat3ejbnii,كتعجبني
fhado,فهادو
mhachmin,مشحمين
bina,بينا
fhad,فهاد
tanger,طنجر
Wahd,واحد
lhaja,لحاجة
mashi,ماشي
mefhouma,مفهومة
3lach,علاش
w9a3,وقع
f,ف
3,ثلاثة
delmodon,دلمدون
o,و
bnefs,بنفس
mandar,مدار
flila,فلّيلة
wehda,وحدة
kayrowen,كيروين
li,لي
kano,كانو
baghyin,باغيين
yweslolo,يوصلو
ybiyeno,يبينو
beli,بلي
kan,كان
3andom,عندوم
l7a9,الحق
kat7es,كتحس
tema,تما
chi,شي
haja,حاجة
hia,هيا
hadik,هاديك
Kat7am9iii,كتحمّق
hhhh,هههه
3ndi,عندي
20,عشرين
smiti,سميتي
jmi3a,جمعا
100,مية
kg,كيلو
f,في
sqwat,سكوات
drari,دراري
ta,تا
jihom,تايهجيهم
had,هاد
l,البويد
poids,صعيب
Sara7a,صراحة
mata9tch,ما تقش
3afak,عافاك
wach,واش
ta9der,تقدر
tsalafni,تسلفني
mertek,مرتك؟
Nadi,نادي
akhoya,أخويا
lah,الله
ysh,يش
3lik,عليك
Yetsweeel,يتسول
f,في
omeek,أمك
ee,إي
weeld,ولد
l9hba,اللعبة
Naaaaari,نااااري
ta,تا
nti,نتي
katchethi,كاتشي
maymkench,مايمكنش
hhhhhhh,هههه
تونا روز,تونا روز
Malkom,مالكوم
had,هاد
sam,السام
ou,أو
lahsad,الحساد
3a,عا
dobis,دوبيس
ya3dik,يعطيك
lakh,الله
bar,بار
Hada,هادا
howa,هوا
li,لي
kaymchiw,كايمشيو
teranat,ترانات
fabor,فابور
makla,مكلا
hakimi,حكيمي
ballon,بالون
d'or,دور
Hatim,حاتم
3mor,عمور
tl3,طلع
kwayri,كوايري
adrari,أدراري
nhar,نهار
lmodahara,لموداهرة
dar,دار
raso,راسو
machi,ماشي
influencer,influencer
hhhh,ههه
tfa,تفّا
cnx,cnx
simana,سيمانا
ela,إلا
mahbsat,محبسات
d3wa,دعوة
bda,بدا
galk,گالك
moraha,مورها
3awd,عاود
awdi,أودي
Gol,قول
ghi,غير
allah,الله
wsselena,وصلنا
ala,على
khir,خير
Mghribiyat,مغربيات
zwinin,زوينين
wakh,واخا
tgol,تقول
liglti,لي گلتو
I,الله
khlihom,يخليهم
lina,لينا
Htarm,حترم
Adan,آدان
dak,داك
haywan,الحيوان
Y3awdo,يعاودو
tarodage,تروداج
malo,مالو
had,هاد
l7ala,الحالة
Malk,مالك
al9lawi,القلاوي
khayfe,خايف
daawi,داوي
ghaa,غير
mane,من
da4kome,داككوم
ta,تا
khe4aj,خواج
b7alle,بسبعة
4ejalle,حالة
ama,أما
neta,نتا
ne3iwa,نعيو
Imta,إمتا
la3bin,لاعبين
m3a,مع
sa3adiya,سعاديا
Nta,نتا
li,لي
kat3raf,كتعرف
lbhal,لبال
no3,النوع
3tih,عطيه
yhwik,يهويك
hgada,هكاذا
tjih,تجيه
lkharja,لخارجة
zwina,زوينة
Fin,فين
akhouya,أخويا
had,هاد
lablasa,لبلاصة
Hadchi,هادشي
ma3ndnach,معندناش
sara7a,صراحة
Sir,سير
tkhra,تخرب
nta,نتا
ha,ها
lhas,الحس
lkapa,لكابا
machi,ماشي
rajal,رجل
Afkaaar,أفكار
lhreebaa,لحريبة
khoya,خويا
re3jnaa,رجعنا
chwi,شوية
anime,أنيمي
katsra3,كاتسرع
videowat,فيديوهات
akhay,أخاي
kadahkna,كضحكنا
nadi,نَادي
Rihana,ريحانة
deyal,ديال
jumia,جمعية
hhhh,هههه
wlh,والله
lwjah,لوجه
li,لي
7achmi,حشْمي
3lih,عليه
myksabohch,مايكسبوش
Rajl,رجل
Dima,ديما
kib9a,كيبقا
wkha,وخا
itho,ي تهو
Lik,ليك
kamlin,كاملين
layshl,ليشال
3lkikom,عليكم
yarb,يارب
iwf9kom,يووفقكم
Youssef,يوسف
Dousti,دوستي
A3AZ,أعز
khoya,خويا
wald,ولد
bladi,بلادي
l3ziz,العزيز
marhba,مرحبا
andi,عندي
fi,في
agadir,أكادير
rak,راك
La3wiziya,لا عويزية
Hhhh,ههه
allh,الله
yetik,يعطيك
sha,شي
awda,عودة
ljalo9,للجالو ق
Ab3mrann,أب عمران
a9wasss,أقوسس
ou9r,أوكر
flak,فلاك
tiznit,تيزنيت
taltaa,الثلاثاء
tabdaaa,تبدا
Sir,سير
t7awa,تحوا
madayrlkch,ماديرلكش
follow,follow
wdima,وديمة
tal3,طالع
dzab,ذاب
had,هاد
derii,دري
rojola,رجولة
lah,الله
ysahel,يسهل
3lik,عليك
akhuya,خويا
Hhhhh,هههه
l9a9,القاع
ax,أخ
kadir,كادير
tama,تما
Lbas,لباس
7wayjak,حوايجك
Zakaria,زكريا
Chioua,شيوا
7alak,حلاك
Lhama9,لحماق
safi,صافي
3alah,علاش
ayg,أيگ
lpissri,لپيسري
Min,من
tagal3ih,تگالحه
maysalkak,مايسلكاك
ghi,غير
l m9as,لمقاس
Bayna,باينة
fih,فيه
maskhot,مسخوط
bah,باه
Sba33,سبعة وثلاثين
Admin,أدمان
dzzb,دزّب
mlk,ملك
ela,إلا
had,هاد
disk,الديسك
Page,باج
dyal,ديال
lmatab,المطب
Ba9i,باقي
sril,سرّيل
hawa,هاوا
daliyad,دلياد
Ragoba,ركوبة
akhai,أخاي
as3ad,أسعد
owa,أوا
khlsi,خلصي
nti,نتي
Ghir,غير
bayda9,بايدق
karo,كرو
bdik,بديك
nokta,نقطة
kon,كون
skt,سكت
w3ta,وعتا
9ima,قيما
raso,راسو
Tla3touna,طلعونا
karna,كارنا
arba3a,أربعة
me9toulin,مقطولين
Wiiii,ووييي
Daz,داز
3andi,عندي
l,ل
album,آلبوم
dyalo,ديالو
1998,ف ألف وتسعة وتسعين وثمانية
Wach,واش
blan,بلان
hada,هادا
Hakda,هكدا
dar,دار
cristiano,كريستيانو
fach,فاخ
9aliw,قاليوا
fwahed,واحد
interview,interview
ma3mri,ما عمر
l3ab,لعب
Saudi Arabia,السعودية
flkher,الفخر
mcha,مشا
liha,ليها
3ziz,عزيز
3lina,علينا
jalo9,جالو
Fhadiii,فهاديي
khalitha,خليتها
BghiT,بغيت
dir,ندير
fiha,فيها
z3ma,زمة
mnęrf,منعرف
wchta,واشتا
Walid,وليد
Khalid,خالد
5asna,خمسة
nx9awe,نخاو
3la,على
xi,شي
we7da,وحدة
lbarça,لبرصا
benfica,بنيفيكا
bssa7,بساح
x,خ
f,ف
1,واحد
kon,كون
gha,غا
le3bo,لعبو
biha,بيها
Batnod,باتنود
m9awed,مقاود
Saha,صحة
drari,دراري
7sn,حسن
mn,من
lglos,لغلوس
fdrb,في
o,و
lbalya,لباليا
dahk,داك
nachat,ناشات
ol3ibada,أولعبادة
Khsk,خاصك
achrif,تشرف
bli,بلي
lhsnya,لحسنا
mchi,ماشي
ghir,غير
dyal,ديال
Agadir,أكادير
owalidin,ووالدين
dyl,ديال
had,هاد
tifla,طفلة
tlqhom,تلقاهم
ga3,كاملين
mkyntamiw,ماكينتاميو
alagadir,لأكادير
3layn,علاين
andaark,أندارك
ika,إكا
3azrayn,عزراين
kra,كرا
radiik,راديك
ifdo,إفدو
mardoukh,ماردوخ
na,نا
Ktarti,كثرتي
3la,على
krak,كراك
Hhhh,ههه
za3ma,زعما
nta,نتا
3alam,عالم
Hhh,ههه
Ghadi,غادي
tsta,تْستا
alqlawi,القلاوي
dawi,داوي
m3a,مع
l7ayt,الحيط
Sir,سير
t9awd,تقود
B9a,بقا
tma,تما
Jo3,جوع
wno3,ونوع
bghrit,بغيت
nkhod,نْخود
motor,موتور
nqass,ينقص
50,خمسين
dh,درهم
Nta,نتا
3andak,عندك
chi,شي
9alwa,قلوة
tmak,تماك
Had,هاد
l9lawi,القلاوي
kaychwah,كيشوا
bwlad,بولاد
khimesset,خيمسّت
Wh9rab,وهرب
ila,إلا
lhrba,لهرّبة
Wasir,واسير
t9wad,تقود
kmisat,كميسات
wala,ولا
zbi,زبي
Ch7al,شحال
mam9boulch,ما مقبولش
had,هاد
khona,الخونا
Walah,والله
Hadi,هادي
mt,مت
07,سبعة
zr9a,زرعة
09,تسعة
4ir,ربعة
kykdb,ير كيكدب
xof,خوف
ftal,فتال
dyal,ديال
fidya,فيديا
ntom,نتوما
tfhom,تفهمو
blan,بلان
@super fans,@super fans
tagi,تاغي
dak,داك
sahbk,صاحبك
li,لي
bhal,بحال
haka,هاكا
Hh9ejyhfjf,ههقيهفجف
Rir,رِير
sam3,سَمَّعْ
akhoya,أخُويا
tanta,تَنْتَا
Ax,آش
kat3rf,كَتْعْرِفْ
ya,يا
w9,وَنْتِيْجَة
snti7a,زَمِّل
bok,بُوكْ
3la,عَلَا
walo,وَالُو
Ana,أنا
rbit,رَبَّيْتْ
waldih,وَلْدِي
khlito,خَلَّيْتُو
ybda,يَبْدَا
ytlb,يَتْلَبْ
wyzawg,و يْزَوَّجْ
3la,علا
nasiha,نصيحة
Rah,راه
fiha,فيها
bo3nazz,بوعناز
a,أ
sahbi,صاحبي
Waldna,والدنا
dima,ديما
mcharafna,مشارفنا
allah,الله
ikhalilih,يخليليه
wlidato,وليداتو
dar,دار
m3aya,معايا
mazal,مازال
hoya,هو
odrari,ودراري
kamlin,كاملين
likano,لي كانو
khadamin,خدامين
tama,تما
isahal,يسهل
3lihoum,عليهم
ni3ma,نعمة
rijal,رجال
Bghiti,بغيتي
dir,دير
bhal,بحال
lbrazilyin,لبرازيليين
Likhas,ليكاس
ktr,كثر
mn,من
bzaaaf,بزاف
riyada,ريادة
fswira,فسويرا
mafihach,مافيهاش
lmost9bal,لمستقبل
khas,خاص
chi,شي
hl,حل
rah,راه
tm7na,تمحنا
t7tmna,تختمناها
olah,أولاه
Zwin,زوين
orak,أوراك
khdam,خدام
3ajbna,عجبنا
hada,هادا
klamek,كلامك
ola,ولا
Afdal,أفضل
sani3,صانع
mohtawa,محتوى
nisba,بالنسبة
liya,ليا
Khouya,خويا
rak,راك
kat3awd,كتعاود
tlo7,تلوح
videowat,فيديوهات
makal9awch,ما كلقاوش
page,page
dyalk,ديالك
letterboxd,letterboxd
Drbo,دربو
Liya,ليا
3la,علا
t9axr,تخور
dyal,ديال
a3yalat,أعيالات
labs,لابس
lmo,لمو
t9axrha,تخورها
D3moh,دموه
mskin,مسكين
mkyn,مكين
3a,على
Asmit,أسميت
hadkhouna,هادخونا
li,لي
taychri,تايشري
had,هاد
lmatar,لمطار
3oud,وعود
dir,دير
hir,غير
bhal,بحال
lvidyouwat,لفيديوهات
zwinin,زوينين
oumatay,وماتخليكش
tmal,تمال
abonne,أبونيه
m3ak,معاك
adrari,أدراري
3la,على
slamtk,سلامتك
bgina,بغينا
lik,ليك
gir,غير
l5ir,الخير
Hhh,ههه
7watkom,حواتكوم
jawhara,جوهرة
Ta,تا
n9oss,نقوص
shpi,شبي
mn,من
lkdope,الكدوب
Martina,مارتينا
Ana,أنا
li,لي
hass,حس
bi,به
hadak,بهاداك
rakb,ركب
lawr,لوور
msskin,مسكين
fach,فاخ
gadi,غادي
ychd,يشد
bie,بيه
tri9,طريق
twila,طويلة
hhhh,هعه
Rbi,ربي
ch7al,شحال
tman,تمن
dyl,ديال
moto,moto
Ina,إينا
motor,موتور
hada,هادا
Omar,عمر
Amensague,أمينساغ
39alti,تسعة وثلاثون
3la,علا
match,ماتش
mas,ماس
shouha,وشوه
w93at,وقع
fuh,فيه
La,لا
hna,هنا
yamat,يامات
ula,ولا
ma3ndkeesh,معندكش
lcart,لcart
o,و
ticket,ticket
maghdkhlesh,مغدخش
l,ل
tiraan,تيران
Ay3awnrbi,أيعاونربي
awdi,أودي
alm3lm,المعلم
baghad,بغداد
Bayna,باين
chafar,شافر
khouya,أ خويا
sma liya,وسماح ليا
Lah,الله
ighalbkom,يغلبكم
3lihoum,عليهم
yarbi,يا ربي
Chef,شيف
bghina,بغينا
dur,دور
vidéo,فيديو
Kifach,كيفاش
nsawbo,نسوبو
tomat,طماطم
pro,برو
Thlaw,ثلاو
assahbi,أصحابي
4tamaka,أربعة تمكا
han,هان
aritban,أريتبان
3layn,علينا
aymt,أيمت
Wach,واش
kheditii,خديتي
be3da,بعدا
l2deen,الدين
mlii,ملي
sewartiihoom,سورتيهوم
Ach,آش
khask,خاسك
al3cha,العشا
sansoul,سانسول
amoulay,أمولاي
A9al,أقال
taman,تمن
ftanga,فتانغا
bla,بلا
hadra,هضرة
bzaf,بزاف
hama9tona,حمقونا
bhada9al,بهاد أقال
kolxi,كلشي
kigol,كيقول
ohoma,وهوما
kamlin,كاملين
nefs,نفس
Ollah,أولاه
ila,إلا
3ndi,عندي
Mafik,مافيك
matched,ماتش
Dipanage,Dipanage
asat,أسات
m3deb,معذب
m3ak,معاك
omma,أمّا
souira,سُويرة
machi,ماشي
dyal,ديال
tsayad,صّياد
fiha,فيها
blfusi,بْلُفُوسي
hitache,حيتش
lbher,لْبحر
mkhawad,مْخاود
bbzzff,بْزّاف
btejrib,بتْجْرِيب
Yahya,يحيى
wach,واش
dyalkk,ديالك
had,هاد
ssffha,الصفْحة
L3z,لغز
lighiws,لغيوس
ota7iyti,أوتاحييتي
lmsimir,لمسمير
Orak,أوراك
ichb3a,إشْبَعَا
modritch,مْدَرْتِيش
agourn,أغورن
Maxu,ماكسو
4ir,أربعة
Ain,عين
dyab,دياب
Hta,حتى
wad,ود
marzag,مرزاغ
yalah,يلاه
mxa,مشا
liya,ليا
ana,أنا
mcha,مشا
lai,لای
motore,موتور
mn,من
tema,تيما
Tabkah,طبخة
3la,على
si,سي
Fouad,فؤاد
jiti,جيتي
3ndna,عندنا
ltata,لتاتا
walakin,ولكن
kayn,كاين
had,هاد
bal,بال
fih,فيه
hhhhh,ههههه
Hhhh,ههه
kolchi,كلشي
3la,على
chtiha,صطيحة
Mabrooook,مبروك
3lik,عليك
tsahl,تسهل
Wlah,والله
Af9ir,أفقير
na,نا
tiznit,تيزنيت
ahila,أهيلا
isn,إسن
nfsl,نفصل
idarn,إدارن
atn,أتن
irigli,إريغلي
ih,إه
faghn,فاغن
Hdxi,هذي
xrtih,خرتيه
ml,من
3nd,عند
zoldyk,زولدييك
Wllah,والله
bsa7,بساح
jit,جيت
mn,من
Rabat,الرباط
3at9ouni,عاطوني
chi,شي
rjal,رجال
ta7iya,تحية
lihoum,ليهم
hna,هنا
Wallah,والله
tkoun,وتكون
bonne,جيدة
structure,بنية
htta,حتى
n3awnook,نعاونوكم
avec,مع
l,الفن
art,الفن
la,الطريقة
manière,الطريقة
Lah,الله
ighaleb,يغلب
lkher,الخير
char,الشر
Kif,كيف
dayra,دايرة
3amti,عمتك
labass,لباس
3liha,عليها
wla,ولا
ri,ري
kat9olbo,كتڨلبو
3la,على
nasse,الناس
Ma3ndkom,معندكوم
mayadar,مايدار
Sava,سافا
3amti,عمتي
odak,أوداك
sa7b,صاحب
3amayn,عمّاين
ohowa,وهو
kaytsnak,كيتسناك
tkhraj,تخرج
Mbrik,مبروك
3lik,عليك
khoya,خويا
53,ثلاثة وخمسون
jbha,جبهة
man,من
jib,جيب
bl7sab,بالحصاب
3alam,علم
Dariri,داريري
ta3a,تعا
tarka,تركا
lay3aarh,ليعارح
dar,دار
Wee,وي
copenhagen,كوبنهاجن
goli,قولي
Rah,راه
kyn,كاين
endi,عندي
whd,واحد
khalit,خليت
solala,سولالة
7or,حور
tachri,تشري
Haaaallaw,هااالاو
yasa3odi,يا صاحبي
inta,أنت
rabiy,را بي
tat3rifo,تتعرفو
lmarariba,للمراريبا
jayidan,جيدان
lhjaouj,لحجاوج
vlogs,ڤلوجات
khouya,خويا
soufiane,سفيان
had,هاد
rav4,راڤ4
dialk,ديالك
achmen,آشمن
model??,موديل؟
M9éwdin,مؤكدين
3la,على
7'toun,حتّون
Cha9oor,شعور
ma9awad,مقاود
Kol,كل
hal,حال
3ndo,عدنو
mochkil,مشكل
Khoya,خويا
baykar,بايكر
tbarklah,تبارك الله
3lik,عليك
الحاج,الحاج
بغاض,بغاض
dark,دارك
yadli,يدلي
m3a,مع
lhsab,الحساب
Mr7ba,مرحبا
gheda,غدا
nji,نجي
3ndk,عندك
ndiro,نديرو
chi,شي
difi,ديفي
Ana,أنا
nthadak,نتهادك
Largo,لارغو
nadi,نادي
kanadi,كانادي
tbarkaklah,تبارك الله
3lih,عليه
m3alam,معالم
lah,الله
isahal,اسهل
maskin,مسكين
3likom,عليكم
jami3an,جميعان
inchallah,إن شاء الله
Khouya,خويا
3sabtini,عصبطيني
bdak,بدك
sat,ستة
asat,ستة
tkhna9t,تخناقت
Ewa,إوا
3almi,علمي
l8hom,ليهم
mashi,ماشي
lina,لينا
bach,باش
ydkhlo,يدخلو
lfloosa,لفلوسا
Lhwla.wla,اللولا
9owta,قوة
ila,إلا
billh,بالله
wlh,والله
b9at,بقات
fiya,فيا
mrato,مراتو
Wa,وا
ns,نس
39l,عمل
9smoh,قسموه
bjoj,بجوج
Sbeee3,سبيع
Hhhhhhhh,هههههه
